harari_latin,english,category,notes
matrag,broom,noun,cleaning tool
matras,bed pillow; head support,noun,furniture
mattaca,contributions in money to celebrate the festivities,noun,cultural
mattaga,party organized with contributed money,noun,
matten,strap for loading,noun,tool
mawa... mawa,either... or,conjunction,
mawardi,rose,noun,plant; from Ar. ma ward
mawardi mi,rose-water,noun,food/drink
mawaxxar,the first period of the bayag-season,noun,from Arabic
mawdig,place of residence,noun,place
mawlid,a book dealing with the life of the prophet,noun,religious; from Ar. mawlid
mawta,exit; termination,noun,
maxaxa-,feel uneasy,verb,
maxazu,pillar of house,noun,
maxazu met,wicker basket placed on the left wall,noun,see met
maxdar,"cover of any kind, lid",noun,
maxida,servant in an aristocratic house / lower male servant,noun,originally servant now lower male servant
maxidda,pillow used either for sleeping or for leaning upon when sitting,noun,from Arabic mixadda
maxidda ivaz,pillow case,noun,see ivaz
maxmaxa,proverb,noun,from Cushitic
maxona,about,preposition,
maxra,pick,noun,tool
maxrib,evening (from six to seven) / prayer at about six o'clock in the evening,noun,see magrib
maxtar,finger ring,noun,perhaps from wataya 'hinder < surround'
maxtat,light-giving object (such as lamp / candle),noun,
maxtat firat,night butterfly,noun,lit. evening meal of the lamp
maxtit hirat,night butterfly,noun phrase,animal; literally 'evening meal of the lamp'
maxzan,storehouse,noun,from Arabic makhzan
mayin asa,ruminate,verb,
mazagagga,municipality,noun,government; from Amh. mazzagagga bet
me'altu,day,noun,
megal,beginning,noun,
megan,forgiveness / pardon,noun,
meganta,forgiveness,noun,
meganta baya,forgive / pardon,verb phrase,
megdef af,animal chest,noun phrase,
megel,beginning,noun,
menawat,change; exchange; barter,noun,
mensa,sickle,noun,tool
meta,wash clothes,verb,
mezana,weigh,verb,
mi,water,noun,
mi asaba,pour water on something,verb,
mi asata,water a garden or flowers,verb,
mi asiba,pour water on something,verb,
mi gadu,well,noun,lit. 'pit (for) water'
mi madla?a,draw water from the river,verb,
mi magat,irrigation canal,noun,see mi
mi magit,irrigation canal,noun,
mi masti,gourd serving to draw water,noun,see mi
mi milaq,he who is in charge of distributing water for irrigation,noun,see mi
mi mula'a,draw water from the river / fetch water,verb phrase,see mi
mi mulag,he who is in charge of distributing water for irrigation,noun,occupation
mi qala,be shrewd and do impossible things,verb,lit. roast water
mi qulu,gourd for water,noun,container
mi-masti,gourd with a hole in the middle serving to draw water,noun,container
mibla?,food,noun,
middamatsa,bow for carding wool,noun,tool
middi,ink,noun,from Arabic
midha,be melted,verb,
midu,short comb with several teeth,noun,grooming tool
midu asa,comb (verb),verb,
miftah,key,noun,
migar,the tying of pieces of wood against a strong wooden frame in the structure of a house,noun,
migar aga,tie the pieces of wood against a strong wooden frame,verb phrase,
migarra,adversary / opponent,noun,
migga,step / pace / gait,noun,
migga nasara,take a step / stride,verb phrase,
miggaw bal,go away,verb phrase,bal is imperative of baya
migiga,step / pace,noun,
migir,kind of grass serving to make baskets,noun,from Cushitic
migirraw witger,name of a narrow lane in the city of Harar,proper noun,lit. the reconciliator of those who are not on speaking terms
migra,slaughter house,noun,place where one slaughters
mihallag,coins / money,noun,probably from Arabic muhlag
mihallag aa,spend money,verb phrase,lit. make money go out
mihat,ribs,noun,from mihi at 'the bone(s) of the side'
mihdar,spending the night; livelihood,noun,
mihi,vicinity / near / beside,noun/preposition,
mihi-be,near / beside,preposition,
mihiya,salary / wages,noun,from Arabic mahiyya
mihkak,kind of basket,noun,
mihra,affair / occupation,noun,from Arabic
mihra qalil,idle,adjective phrase,lit. little of work
mihti,labor pains,noun,
mihti-be halti,she has labor pains,expression,lit. she is in labor pains
mihzab,religious sect,noun,see mazhab
miitémiir,obedience,noun,
mikfac,key; introduction,noun,tool
mila',food,noun,food
mila'a,fill / fulfill,verb,Semitic and Ethiopic ml' 'be full'
milaq,official who is responsible for the welfare of each locality connected with one of the five gates of the city of Harar,noun,probably from mala aq 'who knows the ways and means'
milaya,separation,noun,
milhag,"pledge, security, handle",noun,
milhaq,pledge / security / handle,noun,variant of malhaq
mille,why?,interrogative,for minle
mimagiad,firewood,noun,see magdda
mimata,place of washing clothes,noun,
min,who?,interrogative,Semitic and Ethiopic
min yimag,the best,adjective phrase,lit. what is better?
minamino,the parts of the slaughtered animal outside of the meat (such as intestines / lungs / kidney),noun,perhaps from Amharic manaman 'all kinds of things'
minawat,change / exchange / barter,noun,see nawata
minbar,pulpit,noun,from Arabic minbar
mingab,chisel,noun,from Arabic miqab
mingatawat,kind of game consisting of going from house to house in the Ramadan period and singing,noun,probably from min 'what?' and yatawat 'he plays'
mingit,land which is not owned by anybody,noun,perhaps from Arabic malqut 'picked up'
minhaga,instrument serving to churn,noun,see nahata
minkut,how? / how!,interrogative,lit. like what? composed of min 'what?' and kut 'as / like'
minkut-be,how?,adverb,lit. like what?
minle,why?,interrogative,lit. for what? see min / -le
minsar,saw,noun,from Arabic minsar
minzil,each of the seven periods of each of the four seasons lasting thirteen days each except for gabha that lasts fourteen days / time,noun,from Arabic manzil
miqafay,locker / conclusion,noun,see qafala 'lock'
miqsat,penknife,noun,from Arabic miqsat 'knife'
mir,earwax,noun,
mir asa,clean the ears,verb phrase,lit. take out the wax
mirabraba,loft to the right of the entrance where objects are stored,noun,
miraqa,plaster (v.),verb,
miras,inheritance,noun,from Arabic mirat
miri,taxes / dues / custom duties,noun,from Turkish miri through Arabic
mirra,time,noun,from Arabic marra
mirrit,distribution of land by the government,noun,from Amharic morrit
mirsas,worn-out loading cloth placed under the gurbet,noun,
mirti,penalty imposed by a social group,noun,
mirto,loincloth reaching the knees,noun,from Galla marfo
mis,tanned hide,noun,from Galla masi
misa,according to; respective; respectively,adverb,
misa-wa haraq-zo qessi-be,according to his means,phrase,
misah,knife,noun,tool
misbar,nail,noun,variant: mismay
misgbabir,any light food taken in the evening of Ramadan between the two main meals,noun,food; also in Ga.
misina,barren,adjective,variant of masana
miskat,buttocks / anus,noun,
miskin,poor,adjective,from Arabic miskin 'poor'
miskinnat,poverty,noun,
misli,likeness,noun,
mislilalti af,spout of coffee jar,noun phrase,
mismar,nail,noun,from Arabic mismar
mismay,nail,noun,variant: misbar
misqa,mockery,noun,from sahaqa 'laugh'
misraf,daily expenses,noun,from Arabic masruf
misri,flood / torrent after rain,noun,probably from Arabic sariyy 'stream'
missir,lentil,noun/food,
mista,beverage / (at present) strong drink,noun,from sata 'drink'
misti,how much? (in number) / how many?,interrogative,
mistigab,time of evening when incense is put into the censer and placed at the door for the saint / dead or prophet,noun,probably lit. how many igab? see igab / misti
mit,silver,noun,metal; from Ga. meta
mita,die,verb,Semitic and Ethiopic mote
mitaq,matter in the eyes,noun,medical
mitara,animal meat bought at the butcher's shop,noun,food; expression used by women
mitartera,steep slope,noun,terrain
mitborad,end,noun,
mitfardd,legal procedure,noun,legal term
mitfegar,play; game; amusement,noun,
mitgadal,fight,noun,
mithelad,end,noun,
mithorer,keeping up awake late at night during Ramadan chatting and reciting the Koran,noun,religious practice
mitig asa,squeeze something so that it squirts,verb,
mitiriq,spittle in spurts,noun,
mitiriq asa,spit in spurts,verb,action used by women to show contempt
mitkahal,agreement,noun,
mitmeal,sweet,adjective,
mitnasa,marriage; wedding,noun,
mitra,oath,noun,
mitraga-be,stealthily,adverb,
mitroga-be,secretly; stealthily,adverb,
mixadda iraz,pillow case,noun,household
mixdahi,cover of any kind / lid,noun,see xadana 'cover'
miy,water,noun,
miy zifegubo,dirty,adjective,lit. a person on whom one uses up the water
miya,person hired for fieldwork for one day,noun,occupation
miz,banana,noun,fruit; from Ar. miz
mizaha,dawn,noun,time
mizahe,time about dawn,noun,time
mizan,balance; scale,noun,tool; from Ar. mizan
mizar,kind of drum,noun,musical instrument; lit. river of water
mizhab,religious sect,noun,religion; from Ar. madhab
mizin,green leaf of banana,noun,plant part
mizin-wa quiti,the green and dry leaves of the banana stem,noun,
mo?min,faithful,adjective,from Arabic
mo?ot,wicker basket,noun,container
mo?oy,"the spending of the day, day (24 hours), often",noun,time
mogagida,burn on the surface,verb,
mohoz milaq,best man,noun,
mohzay,instrument serving to carry something on the back,noun,tool
moqač,mortar,noun,
morag,place where one puts something,noun,
moraq,spittle / saliva,noun,
moraq zahata,mature man,noun phrase,lit. who swallowed the spittle
moset,evening,noun,time
mosit,that woman,noun,feminine of mis
most,time approaching the evening; dusk,noun,time
mot,wicker basket,noun,container
mota,unknown verb example,verb,stress example
motad,griddle,noun,cooking utensil
moy,the spending of the day; day (24 hours); often,noun,time
msarat,wooden plate on which chewing gum placed in a circle is sent to the bride,noun,cultural item
mu?azzin,caller to the prayer,noun,occupation; from Arabic
muday,kind of basket with conical cover used as container,noun,container
mugad,association of young boys and girls of the same age,noun,
mugot,debt,noun,from Cushitic
mugra,kind of sorghum of good quality,noun,from Somali mugra
mugu,the small upper grinding stone,noun,
mugudan,who has many scars due to burns / burnt,adjective,
muh,melted,adjective,
muhaggaba,woman who goes out only unveiled / woman who stays at home,noun,from Arabic muhaggaba
mukafa'a,reward,noun,from Arabic mukafa'a
mulaha,choose / select / prefer by choosing,verb,
mulawwah,pancake made of wheat flour / egg / butter and cooked chopped meat (eaten for breakfast),food,from Arabic mulawwah
mulaykat,angel,noun,from Arabic mala'ikat
mulayo,oblong,adjective,
mule aa,fill up,verb phrase,
mulhe,full,adjective,
mulhu-be,completely,adverb,
mulug baya,sprain / slip out of the hand,verb phrase,
muluh,chosen / better,adjective,
mulut,peeled off / stripped off,adjective,
munasaba,occasion,noun,from Arabic munasaba
munkut-be,how?,interrogative,variant of minkut-be
munt,sleeping,noun,
muq,warm,adjective,
muqad,gum (glue),noun,
muqaddam,the seventh period of the gay-season,noun,from Arabic muqaddam
muqasatima,pot for dough,noun,
muqisis,butter that is processed and kept for cooking purposes,noun,food
murad,expectation / marriage,noun,from Arabic murad
murayat,mirror,noun,from Arabic mira(t) / maraya
murdda,expectation / marriage,noun,variant of murad
murgan,kind of ornaments,noun,from Arabic murgan 'pearl'
murid,who is in charge of the holy shrine,noun,from Arabic murid
murkakka',reground or rebaked bread that was dried out,noun,probably from Galla morgaga 'pap / porridge'
murtad,renegade,noun,from Arabic murtad(d)
muruy,bitter,adjective,
musabbah,sweets made with flour,noun,food; from Ar. (Egyptian) mugabbak
musafir,traveller / ambulant merchant,noun,see tasafara
musafiy,traveller,noun,from safara
musahara,monthly salary,noun,from Ar. musahara
musar,Catholic sister,noun,from French ma soeur 'my sister'
mustaka,the best part of incense that is used for chewing,noun,from Arabic mistika of Greek origin
musut,detestable (man or object),adjective,
musuy,spread (liquid dough or ink),adjective,
mut,death; dead,noun,
mutabbaq,small round sweet made of sesame seed and honey,noun,food
mutikahal,agreement,noun,
mutti,only; alone; special; separate,adjective,
muxat,needle used for stitching the opening of sacks,noun,from Arabic mibyat
muxurti,roundworm,noun,from Galla mukurti
muxux,embryo who died in his mother's womb / crooked (person),noun/adjective,
mwazzin,the caller to the prayer,noun,religion
na,sleep,verb,
na'im,the first period of the gay-season,noun,time/season; from Ar. an-na'aim
nabera,reside; live; exist; make a livelihood,verb,Ethiopic nby
nabi,prophet,noun,religious; from Ar. nabiyy
nabi atabitina,little finger,noun,body part
nadaba,raised seat; elevated terrace,noun,furniture
nadada,burn (intransitive),verb,
nadafa,sting; card wool,verb,
nadala,make a hole; bore a hole and go through,verb,
naddala,pierce,verb,
naddbi dara,a built-in closet on the right wall serving as storage for valuable things,noun,building
nadi,at the beginning; first,adverb,
nadir,rare,adjective,from Ar. nadir
nadur,looking glasses,noun,eyewear; from Ar. nattara
nafa,sift,verb,
nafa'a,serve; become useful,verb,from Ar. nafa'a
nafaha,inflate; blow an instrument; blow air into something,verb,
nafas,pieces of meat that are not eaten but given to dogs or cats; small pieces of anything,noun,food scraps
nafis,precious,adjective,from Ar. nafis
nafnit,trumpet; harmonica,noun,musical instrument
nafsi,soul,noun,Semitic and Ethiopic nafs
nagaha,be awake; wake up (intransitive),verb,
nagala,pull out; uproot,verb,
nagasa,be king; reign,verb,Ethiopic ngs
nagasi,king,noun,royalty
naggar,carpenter,noun,occupation; from Ar. nagar
nagsi,carving,noun,from Ar. naqs
nahas,brass,noun,metal; from Ar. nuhas
nahata,churn,verb,
nahbi asa,pillage; plunder,verb,from Ar. nahaba
naka'a,touch; harm,verb,
namus,good behavior; honor,noun,from Ar. namus; Greek origin
naqasa,decrease,verb,from Ar. naqasa
naqis,bell,noun,from Ar. naqus
nar,pupil of eye,noun,body part; from Ar. nur light
nar(a),he was; reside,verb,
nasa,pluck out (grass; hair); chew off meat,noun,verb
nasa'a,take; take away; marry,verb,
nasab,origin,noun,from Ar. nasab
nasfi,half,noun,from Ar. nusf
nasib,luck; fortune; chance,noun,from Ar. nasib
nasibam,lucky,adjective,
nasif,clean; tidy; neat,adjective,
nasih,white,adjective,color
nasri,success,noun,from Ar. nasr
nat baya,chew off meat; gnaw meat; take a bite of meat,verb phrase,
nataga,vomit; rust,verb,from Ar. nataga
nataha,be white,verb,
natara,bleed from the nose,verb,
natay,bleeding of the nose,noun,medical
natri,the third period of the kaymi-season,noun,time/season; from Ar. an-natra
nattu,disease; sickness,noun,medical
nawata,change (intransitive),verb,
nawaza,upset,verb,
naxasa,bite,verb,
nazafa,be clean,verb,from Ar. nazif
nazi,ribbon tied around the hair above the forehead,noun,accessory; from Ga. nazi
nazifa,kind of shawl,noun,clothing; from Ar. nazifa or nasif
ni'mat,bounty; blessing,noun,from Ar. ni'ma
nidda,the fact of being angry,noun,emotion
